Name,Time-FD,Corr-FD,Sys-FD,Planner-FD,Time-SOFAI-PF-FD,Corr-SOFAI-PF-FD,Sys-SOFAI-PF-FD,Planner-SOFAI-PF-FD,Time-SOFAI-PF-LPGxFD,Corr-SOFAI-PF-LPGxFD,Sys-SOFAI-PF-LPGxFD,Planner-SOFAI-PF-LPGxFD
blocksworld_problem_12_5__0,2863.521099090576,1.0,2,1,8208.713054656982,1.0,2,1,7079.479455947876,1.0,2,1.0
blocksworld_problem_12_60__0,13553.789138793943,1.0,2,1,20323.304414749146,1.0,2,1,5540.208101272583,1.0,2,3.0
blocksworld_problem_12_61__0,2312.0925426483154,1.0,2,1,9372.366666793823,1.0,2,1,5548.755645751953,1.0,2,3.0
blocksworld_problem_12_63__0,39275.98667144776,1.0,2,1,45543.55883598328,1.0,2,1,46473.52910041809,1.0,2,1.0
blocksworld_problem_12_64__0,2456.4220905303955,1.0,2,1,8130.304098129272,1.0,2,1,5419.126033782959,1.0,2,3.0
blocksworld_problem_12_65__0,2585.5300426483154,1.0,2,1,8507.687330245972,1.0,2,1,6767.166376113892,1.0,2,3.0
blocksworld_problem_12_66__0,6938.900947570801,1.0,2,1,10871.567487716677,1.0,2,1,11387.446641921995,1.0,2,1.0
blocksworld_problem_12_67__0,2906.031608581543,1.0,2,1,7292.415618896484,1.0,2,1,5018.385410308838,1.0,2,3.0
blocksworld_problem_12_6__0,5338.456153869629,1.0,2,1,9044.248819351196,1.0,2,1,5799.975395202637,1.0,2,3.0
blocksworld_problem_12_70__0,11133.43620300293,1.0,2,1,15044.894218444824,1.0,2,1,15874.70555305481,1.0,2,1.0
blocksworld_problem_12_77__0,5621.720314025879,1.0,2,1,9388.003587722778,1.0,2,1,6044.241189956665,1.0,2,3.0
blocksworld_problem_12_7__0,9145.134925842283,1.0,2,1,13514.126539230348,1.0,2,1,13193.353414535522,1.0,2,1.0
blocksworld_problem_12_8__0,2908.5700511932373,1.0,2,1,9442.955017089844,1.0,2,1,5768.897294998169,1.0,2,3.0
ferry_ferry-l6-c6__0,2422.271966934204,1.0,2,1,8848.315238952637,1.0,2,1,5722.745180130005,1.0,2,3.0
ferry_ferry-l6-c6__1,2503.6544799804688,1.0,2,1,9217.756986618042,1.0,2,1,5369.3695068359375,1.0,1,
ferry_ferry-l6-c6__10,2496.915102005005,1.0,2,1,9478.351354599,1.0,2,1,5704.527616500855,1.0,1,
ferry_ferry-l6-c6__11,2418.0448055267334,1.0,2,1,7477.013826370239,1.0,2,1,5481.897830963135,1.0,1,
ferry_ferry-l6-c6__12,2588.120937347412,1.0,2,1,9744.714975357056,1.0,2,1,6192.872047424316,1.0,1,
ferry_ferry-l6-c6__13,2395.0629234313965,1.0,2,1,7698.155403137207,1.0,2,1,5674.472332000732,1.0,1,
ferry_ferry-l6-c6__14,2393.308401107788,1.0,2,1,7961.555242538452,1.0,2,1,5431.668758392334,1.0,1,
ferry_ferry-l6-c6__15,2279.6499729156494,1.0,2,1,9381.579637527466,1.0,2,1,5967.586755752564,1.0,1,
ferry_ferry-l6-c6__16,2311.6159439086914,1.0,2,1,11322.247505187988,1.0,2,1,5051.906585693359,1.0,2,3.0
ferry_ferry-l6-c6__17,2344.681024551392,1.0,2,1,7406.296491622925,1.0,2,1,6211.152791976929,1.0,2,3.0
ferry_ferry-l6-c6__18,2279.304981231689,1.0,2,1,9545.721292495728,1.0,2,1,5688.856601715088,1.0,1,
ferry_ferry-l6-c6__19,2312.913417816162,1.0,2,1,7363.969326019287,1.0,2,1,5483.705997467041,1.0,1,
ferry_ferry-l6-c6__2,2476.860523223877,1.0,2,1,7175.498008728027,1.0,2,1,5447.453498840332,1.0,1,
ferry_ferry-l6-c6__20,2291.4390563964844,1.0,2,1,6897.44234085083,1.0,2,1,5582.54861831665,1.0,1,
ferry_ferry-l6-c6__21,2305.7615756988525,1.0,2,1,7450.412034988403,1.0,2,1,5655.45654296875,1.0,1,
ferry_ferry-l6-c6__22,2290.404319763184,1.0,2,1,6462.6970291137695,1.0,2,1,5299.04055595398,1.0,1,
ferry_ferry-l6-c6__23,2258.589267730713,1.0,2,1,8462.276220321655,1.0,2,1,5319.797992706299,1.0,1,
ferry_ferry-l6-c6__24,2276.876211166382,1.0,2,1,6442.032814025879,1.0,2,1,5477.713823318481,1.0,1,
ferry_ferry-l6-c6__25,2276.689291000366,1.0,2,1,6971.101999282837,1.0,2,1,5437.037467956543,1.0,1,
ferry_ferry-l6-c6__26,2352.832317352295,1.0,2,1,8091.431379318237,1.0,2,1,5504.893779754639,1.0,1,
ferry_ferry-l6-c6__27,2398.393154144287,1.0,2,1,6721.776008605957,1.0,2,1,5223.170518875122,1.0,1,
ferry_ferry-l6-c6__28,2337.897777557373,1.0,2,1,6666.59140586853,1.0,2,1,5365.2520179748535,1.0,1,
ferry_ferry-l6-c6__29,2443.6023235321045,1.0,2,1,9472.170352935793,1.0,2,1,5645.734071731567,1.0,1,
ferry_ferry-l6-c6__3,2424.1819381713867,1.0,2,1,6740.863561630249,1.0,2,1,5717.087745666504,1.0,1,
ferry_ferry-l6-c6__30,2324.371099472046,1.0,2,1,7619.80676651001,1.0,2,1,5076.871871948242,1.0,1,
ferry_ferry-l6-c6__31,2411.3497734069824,1.0,2,1,7697.977542877197,1.0,2,1,5077.037572860718,1.0,1,
ferry_ferry-l6-c6__32,2485.501289367676,1.0,2,1,7243.685960769653,1.0,2,1,5801.291942596436,1.0,1,
ferry_ferry-l6-c6__33,2324.348211288452,1.0,2,1,9662.670373916626,1.0,2,1,5168.35880279541,1.0,1,
ferry_ferry-l6-c6__34,2411.000967025757,1.0,2,1,6598.581552505493,1.0,2,1,5710.818767547607,1.0,1,
ferry_ferry-l6-c6__35,2435.919523239136,1.0,2,1,7699.552774429321,1.0,2,1,5848.79994392395,1.0,1,
ferry_ferry-l6-c6__36,2407.844305038452,1.0,2,1,7506.30784034729,1.0,2,1,5249.857664108276,1.0,1,
ferry_ferry-l6-c6__37,2449.3958950042725,1.0,2,1,9878.81875038147,1.0,2,1,5534.988641738892,1.0,1,
ferry_ferry-l6-c6__38,2294.233798980713,1.0,2,1,9471.807956695557,1.0,2,1,5129.17160987854,1.0,1,
ferry_ferry-l6-c6__39,2317.535638809204,1.0,2,1,7871.433734893799,1.0,2,1,5714.580059051514,1.0,1,
ferry_ferry-l6-c6__4,2466.322898864746,1.0,2,1,7862.185955047607,1.0,2,1,5638.532400131226,1.0,1,
ferry_ferry-l6-c6__40,2342.2791957855225,1.0,2,1,8809.691190719604,1.0,2,1,5820.845127105713,1.0,1,
ferry_ferry-l6-c6__41,2223.795413970948,1.0,2,1,11734.121322631836,1.0,2,1,5557.210683822632,1.0,1,
ferry_ferry-l6-c6__42,2343.6410427093506,1.0,2,1,11514.12796974182,1.0,2,1,5726.311445236206,1.0,1,
ferry_ferry-l6-c6__43,2323.728322982788,1.0,2,1,7202.968120574951,1.0,2,1,5254.963159561157,1.0,1,
ferry_ferry-l6-c6__44,2317.133665084839,1.0,2,1,9360.355615615845,1.0,2,1,5942.997694015503,1.0,2,3.0
ferry_ferry-l6-c6__45,2330.5509090423584,1.0,2,1,10255.109071731567,1.0,2,1,5741.511344909668,1.0,1,
ferry_ferry-l6-c6__46,2487.1208667755127,1.0,2,1,7083.439826965332,1.0,2,1,5666.335582733154,1.0,1,
ferry_ferry-l6-c6__47,2231.409788131714,1.0,2,1,7259.652614593506,1.0,2,1,5268.0253982543945,1.0,1,
ferry_ferry-l6-c6__48,2323.2150077819824,1.0,2,1,7075.109481811523,1.0,2,1,5435.137271881104,1.0,1,
ferry_ferry-l6-c6__49,2273.96559715271,1.0,2,1,7813.22979927063,1.0,2,1,5334.485054016113,1.0,1,
ferry_ferry-l6-c6__5,2348.885059356689,1.0,2,1,7739.207744598389,1.0,2,1,5529.250621795654,1.0,1,
ferry_ferry-l6-c6__50,2320.0325965881348,1.0,2,1,8333.036661148071,1.0,2,1,5615.40412902832,1.0,1,
ferry_ferry-l6-c6__51,2373.3928203582764,1.0,2,1,8890.231370925903,1.0,2,1,5463.676452636719,1.0,1,
ferry_ferry-l6-c6__52,2401.8921852111816,1.0,2,1,7791.051864624023,1.0,2,1,5222.322702407837,1.0,1,
ferry_ferry-l6-c6__53,2305.856466293335,1.0,2,1,7366.498231887817,1.0,2,1,5614.61877822876,1.0,1,
ferry_ferry-l6-c6__54,2329.8556804656982,1.0,2,1,7936.898231506348,1.0,2,1,5609.072208404541,1.0,1,
ferry_ferry-l6-c6__55,2301.6510009765625,1.0,2,1,9414.847373962402,1.0,2,1,5790.119886398315,1.0,1,
ferry_ferry-l6-c6__56,2404.080867767334,1.0,2,1,7682.48176574707,1.0,2,1,5697.6158618927,1.0,1,
ferry_ferry-l6-c6__57,2210.7319831848145,1.0,2,1,7172.4395751953125,1.0,2,1,5045.916557312012,1.0,1,
ferry_ferry-l6-c6__58,2476.8049716949463,1.0,2,1,7426.215410232544,1.0,2,1,5389.958620071411,1.0,2,3.0
ferry_ferry-l6-c6__59,2434.4968795776367,1.0,2,1,9583.238363265991,1.0,2,1,5954.885005950928,1.0,1,
ferry_ferry-l6-c6__6,2243.4241771698,1.0,2,1,9898.167848587036,1.0,2,1,5945.846796035767,1.0,1,
ferry_ferry-l6-c6__60,2472.059965133667,1.0,2,1,11149.142026901243,1.0,2,1,6082.446336746216,1.0,1,
ferry_ferry-l6-c6__61,2397.785425186157,1.0,2,1,11390.62762260437,1.0,2,1,5746.129274368286,1.0,1,
ferry_ferry-l6-c6__62,2366.9824600219727,1.0,2,1,7125.129461288452,1.0,2,1,5537.049293518066,1.0,1,
ferry_ferry-l6-c6__63,2395.2982425689697,1.0,2,1,7901.915073394775,1.0,2,1,5361.787796020508,1.0,1,
ferry_ferry-l6-c6__64,2341.367483139038,1.0,2,1,7018.468379974365,1.0,2,1,5673.882961273193,1.0,1,
ferry_ferry-l6-c6__65,2307.143449783325,1.0,2,1,8002.845525741577,1.0,2,1,5536.784887313843,1.0,1,
ferry_ferry-l6-c6__66,2300.7476329803467,1.0,2,1,7342.668294906616,1.0,2,1,5543.567180633545,1.0,1,
ferry_ferry-l6-c6__67,2531.5163135528564,1.0,2,1,9797.582387924194,1.0,2,1,6344.914197921753,1.0,1,
ferry_ferry-l6-c6__68,2855.2374839782715,1.0,2,1,7491.913795471191,1.0,2,1,5250.144481658936,1.0,1,
ferry_ferry-l6-c6__69,2457.920551300049,1.0,2,1,9388.56816291809,1.0,2,1,5337.4316692352295,1.0,1,
ferry_ferry-l6-c6__7,2337.179660797119,1.0,2,1,6996.562480926514,1.0,2,1,5205.276250839233,1.0,1,
ferry_ferry-l6-c6__70,2385.6747150421143,1.0,2,1,6727.487802505493,1.0,2,1,6080.200672149658,1.0,2,3.0
ferry_ferry-l6-c6__71,2277.470827102661,1.0,2,1,6319.324493408203,1.0,2,1,5531.489133834839,1.0,1,
ferry_ferry-l6-c6__72,2415.513038635254,1.0,2,1,11471.17567062378,1.0,2,1,5270.974636077881,1.0,1,
ferry_ferry-l6-c6__73,2404.751300811768,1.0,2,1,7073.088645935059,1.0,2,1,5680.729150772095,1.0,1,
ferry_ferry-l6-c6__74,2482.8333854675293,1.0,2,1,7393.901348114014,1.0,2,1,5603.4836769104,1.0,1,
ferry_ferry-l6-c6__75,2470.824956893921,1.0,2,1,8916.824579238892,1.0,2,1,5684.734582901001,1.0,1,
ferry_ferry-l6-c6__76,2342.24820137024,1.0,2,1,11215.584993362429,1.0,2,1,5637.565612792969,1.0,1,
ferry_ferry-l6-c6__77,2309.425115585327,1.0,2,1,6542.195081710815,1.0,2,1,5228.616237640381,1.0,1,
ferry_ferry-l6-c6__78,2487.455606460572,1.0,2,1,11194.381475448608,1.0,2,1,5185.9753131866455,1.0,1,
ferry_ferry-l6-c6__79,2279.14834022522,1.0,2,1,6342.384576797485,1.0,2,1,5614.967823028564,1.0,1,
ferry_ferry-l6-c6__8,2275.1896381378174,1.0,2,1,7906.807422637939,1.0,2,1,5501.735687255859,1.0,2,3.0
ferry_ferry-l6-c6__80,2406.16512298584,1.0,2,1,7328.537464141846,1.0,2,1,5741.585969924927,1.0,1,
ferry_ferry-l6-c6__81,2361.60945892334,1.0,2,1,7168.938875198364,1.0,2,1,5154.761791229248,1.0,1,
ferry_ferry-l6-c6__82,2461.3754749298096,1.0,2,1,11617.558240890505,1.0,2,1,5453.516006469727,1.0,1,
ferry_ferry-l6-c6__83,2613.1391525268555,1.0,2,1,6937.941789627075,1.0,2,1,5547.093152999878,1.0,1,
ferry_ferry-l6-c6__84,2515.1619911193848,1.0,2,1,8613.341808319092,1.0,2,1,5621.32716178894,1.0,1,
ferry_ferry-l6-c6__85,2413.149833679199,1.0,2,1,7056.8718910217285,1.0,2,1,5338.279008865356,1.0,1,
ferry_ferry-l6-c6__86,2313.9407634735107,1.0,2,1,10640.81358909607,1.0,2,1,5176.684379577637,1.0,1,
ferry_ferry-l6-c6__87,2294.0828800201416,1.0,2,1,10572.585344314575,1.0,2,1,5505.371570587158,1.0,1,
ferry_ferry-l6-c6__88,2246.410131454468,1.0,2,1,6618.946552276611,1.0,2,1,5156.528949737549,1.0,1,
ferry_ferry-l6-c6__89,2430.809259414673,1.0,2,1,7703.239917755127,1.0,2,1,5817.171096801758,1.0,1,
ferry_ferry-l6-c6__9,2304.5318126678467,1.0,2,1,6614.649057388306,1.0,2,1,4929.68487739563,1.0,1,
ferry_ferry-l6-c6__90,2386.873960494995,1.0,2,1,6580.484867095947,1.0,2,1,5625.331401824951,1.0,1,
ferry_ferry-l6-c6__91,2404.8449993133545,1.0,2,1,7398.781776428223,1.0,2,1,5372.247934341431,1.0,1,
ferry_ferry-l6-c6__92,2455.0721645355225,1.0,2,1,10191.478729248049,1.0,2,1,5719.8357582092285,1.0,1,
ferry_ferry-l6-c6__93,2420.4559326171875,1.0,2,1,7887.433290481567,1.0,2,1,5943.942070007324,1.0,1,
ferry_ferry-l6-c6__94,2493.694067001343,1.0,2,1,5878.360033035278,1.0,2,1,5297.218561172485,1.0,1,
ferry_ferry-l6-c6__95,2310.616970062256,1.0,2,1,7916.433334350586,1.0,2,1,5793.431758880615,1.0,1,
ferry_ferry-l6-c6__96,2283.631563186645,1.0,2,1,9946.165800094604,1.0,2,1,5488.979339599609,1.0,1,
ferry_ferry-l6-c6__97,2229.059219360352,1.0,2,1,5848.3076095581055,1.0,2,1,5770.850658416748,1.0,1,
ferry_ferry-l6-c6__98,2210.2887630462646,1.0,2,1,7419.345378875732,1.0,2,1,5339.94197845459,1.0,1,
ferry_ferry-l6-c6__99,2384.9384784698486,1.0,2,1,7220.236301422119,1.0,2,1,5589.311361312866,1.0,2,3.0
gripper-strips_problem_4_6_7_119__0,5144.153594970703,1.0,2,1,9195.24335861206,1.0,2,1,5699.0931034088135,1.0,1,
gripper-strips_problem_4_6_7_120__0,43467.88954734802,1.0,2,1,50374.7546672821,1.0,2,1,5580.545425415039,1.0,2,3.0
gripper-strips_problem_4_6_7_138__0,8037.217855453491,1.0,2,1,12775.435447692871,1.0,2,1,5234.520435333252,1.0,2,3.0
gripper-strips_problem_4_6_7_139__0,9298.973321914673,1.0,2,1,12705.66701889038,1.0,2,1,5026.079177856445,1.0,2,3.0
gripper-strips_problem_4_6_7_147__0,24255.507946014404,1.0,2,1,28518.63121986389,1.0,2,1,5984.2188358306885,1.0,2,3.0
gripper-strips_problem_4_6_7_150__0,3817.901372909546,1.0,2,1,8159.665107727051,1.0,2,1,5765.893220901489,1.0,1,
gripper-strips_problem_4_6_7_162__0,53060.42766571045,1.0,2,1,57314.94522094727,1.0,2,1,5295.504093170166,1.0,2,3.0
gripper-strips_problem_4_6_7_171__0,18577.25214958191,1.0,2,1,22798.04730415344,1.0,2,1,5334.488391876221,1.0,2,3.0
gripper-strips_problem_4_6_7_174__0,6375.670671463013,1.0,2,1,10861.158847808838,1.0,2,1,6123.093605041504,1.0,2,3.0
gripper-strips_problem_4_6_7_175__0,8212.47124671936,1.0,2,1,12307.332038879396,1.0,2,1,5572.136640548706,1.0,2,3.0
gripper-strips_problem_4_6_7_186__0,21731.693983078003,1.0,2,1,25815.24610519409,1.0,2,1,5459.329128265381,1.0,2,3.0
gripper-strips_problem_4_6_7_195__0,26971.59504890442,1.0,2,1,31174.5502948761,1.0,2,1,5461.0230922698975,1.0,2,3.0
gripper-strips_problem_4_6_7_200__0,6892.488241195679,1.0,2,1,10847.83673286438,1.0,2,1,5051.741123199463,1.0,2,3.0
hanoi_problem_6_101__0,2620.2592849731445,1.0,2,1,6143.84651184082,1.0,2,1,9470.762014389038,1.0,2,1.0
hanoi_problem_6_102__0,2339.9577140808105,1.0,2,1,6855.814218521118,1.0,2,1,6261.180400848389,1.0,2,3.0
hanoi_problem_6_103__0,2382.928371429444,1.0,2,1,6520.798206329346,1.0,2,1,5194.8957443237305,1.0,2,3.0
hanoi_problem_6_104__0,2645.459175109864,1.0,2,1,7013.376474380493,1.0,2,1,9318.07804107666,1.0,2,3.0
hanoi_problem_6_105__0,2494.1272735595703,1.0,2,1,7201.069116592407,1.0,2,1,9303.334712982178,1.0,2,3.0
hanoi_problem_6_106__0,2473.4411239624023,1.0,2,1,7678.622245788574,1.0,2,1,9147.125959396362,1.0,2,1.0
hanoi_problem_6_109__0,2486.8505001068115,1.0,2,1,6340.874910354614,1.0,2,1,9115.601778030396,1.0,2,3.0
hanoi_problem_6_110__0,2425.563097000122,1.0,2,1,7011.084794998169,1.0,2,1,8839.822053909302,1.0,2,3.0
hanoi_problem_6_111__0,2469.5606231689453,1.0,2,1,5822.282552719116,1.0,2,1,7815.697193145752,1.0,2,3.0
hanoi_problem_6_112__0,2361.0689640045166,1.0,2,1,5848.40202331543,1.0,2,1,4915.575981140137,1.0,2,3.0
hanoi_problem_6_114__0,2550.264358520508,1.0,2,1,6996.732473373413,1.0,2,1,10207.393407821655,1.0,2,3.0
hanoi_problem_6_117__0,2559.4191551208496,1.0,2,1,6960.81280708313,1.0,2,1,9003.338098526001,1.0,2,3.0
hanoi_problem_6_118__0,2459.282636642456,1.0,2,1,7652.513265609741,1.0,2,1,9256.828784942629,1.0,2,3.0
hanoi_problem_6_119__0,2616.299867630005,1.0,2,1,7508.863925933838,1.0,2,1,9445.347309112549,1.0,2,3.0
hanoi_problem_6_121__0,2467.923641204834,1.0,2,1,9367.770433425903,1.0,2,1,8941.595792770386,1.0,2,1.0
hanoi_problem_6_122__0,2421.229600906372,1.0,2,1,7267.063140869141,1.0,2,1,7819.111108779907,1.0,2,3.0
hanoi_problem_6_123__0,2481.2490940093994,1.0,2,1,5708.209037780762,1.0,2,1,7122.495174407959,1.0,2,3.0
hanoi_problem_6_124__0,3215.212821960449,1.0,2,1,6465.507030487061,1.0,2,1,6744.355201721191,1.0,2,3.0
hanoi_problem_6_125__0,2400.972843170166,1.0,2,1,6875.798940658569,1.0,2,1,8996.147155761719,1.0,2,3.0
